ville,hotel,url,distance,adresse,score,description,latitude_hotel,longitude_hotel
Le Mont-Saint-Michel,Le Relais Saint Michel,https://www.booking.com/hotel/fr/le-relais-saint-michel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ5N2I1NWM3Mi0xZmUzLTQwYTItODI4ZC0yY2E4ZjAyZTU3NDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=fd804a27298001b8&srepoch=1670927568&from=searchresults#hotelTmpl,2 km du centre,"La Caserne, 50170 Le Mont-Saint-Michel, France",7.8,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Relais Saint Michel !,48.6175872716489,-1.51039615273476
Le Mont-Saint-Michel,Auberge de la Baie,https://www.booking.com/hotel/fr/auberge-de-la-baie.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ5N2I1NWM3Mi0xZmUzLTQwYTItODI4ZC0yY2E4ZjAyZTU3NDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=fd804a27298001b8&srepoch=1670927568&from=searchresults#hotelTmpl,"2,8 km de : Le Mont-Saint-Michel","La Rive – D275, 50170 Ardevon, France",7.8,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Auberge de la Baie !,48.615993176555904,-1.48825317621231
Le Mont-Saint-Michel,Hôtel la Croix Blanche,https://www.booking.com/hotel/fr/ha-el-la-croix-blanche.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ5N2I1NWM3Mi0xZmUzLTQwYTItODI4ZC0yY2E4ZjAyZTU3NDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=fd804a27298001b8&srepoch=1670927568&from=searchresults#hotelTmpl,100 m du centre,"grande rue, 50170 Le Mont-Saint-Michel, France",7.6,"Situé au cœur du village médiéval du Mont-Saint-Michel, l'Hôtel La Croix Blanche possède une terrasse et un bar.",48.635734064271304,-1.509861052036285
Le Mont-Saint-Michel,Les Terrasses Poulard,https://www.booking.com/hotel/fr/les-terrasses-poulard.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ5N2I1NWM3Mi0xZmUzLTQwYTItODI4ZC0yY2E4ZjAyZTU3NDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=fd804a27298001b8&srepoch=1670927568&from=searchresults#hotelTmpl,100 m du centre,"Grande Rue, 50170 Le Mont-Saint-Michel, France",7.3,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Les Terrasses Poulard !,48.635349425641195,-1.5103787183761601
Le Mont-Saint-Michel,La Vieille Auberge,https://www.booking.com/hotel/fr/la-vieille-auberge-le-mont-saint-michel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ5N2I1NWM3Mi0xZmUzLTQwYTItODI4ZC0yY2E4ZjAyZTU3NDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=fd804a27298001b8&srepoch=1670927568&from=searchresults#hotelTmpl,30 m du centre,"Grande Rue, 50170 Le Mont-Saint-Michel, France",7.1,"La Vieille Auberge vous accueille dans le village médiéval du Mont-Saint-Michel, à quelques pas de la célèbre abbaye du Mont-Saint-Michel. L’établissement propose une connexion Wi-Fi gratuite, un restaurant et une terrasse avec vue sur la baie du Mont-Saint-Michel.",48.636063,-1.511457
Le Mont-Saint-Michel,Hotel De La Digue,https://www.booking.com/hotel/fr/de-la-digue.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ5N2I1NWM3Mi0xZmUzLTQwYTItODI4ZC0yY2E4ZjAyZTU3NDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=fd804a27298001b8&srepoch=1670927568&from=searchresults#hotelTmpl,"2,1 km du centre","La Caserne, 50170 Le Mont-Saint-Michel, France",7.1,"L'hôtel De La Digue est un établissement traditionnel situé en Normandie, à seulement 5 minutes en navette ou à 30 minutes de marche du Mont-Saint-Michel. La connexion Wi-Fi est gratuite dans l'ensemble des locaux. Le restaurant sur place sert une cuisine française classique et offre une vue panoramique sur le Mont-Saint-Michel.",48.6168815494412,-1.51091784238815
Le Mont-Saint-Michel,La Mère Poulard,https://www.booking.com/hotel/fr/la-mere-poulard.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ5N2I1NWM3Mi0xZmUzLTQwYTItODI4ZC0yY2E4ZjAyZTU3NDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=fd804a27298001b8&srepoch=1670927568&from=searchresults#hotelTmpl,100 m du centre,"Grande Rue, 50170 Le Mont-Saint-Michel, France",7.0,Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Mère Poulard !,48.635085317234,-1.5105396509170501
Le Mont-Saint-Michel,Le Saint Aubert,https://www.booking.com/hotel/fr/hotel-saint-aubert.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ5N2I1NWM3Mi0xZmUzLTQwYTItODI4ZC0yY2E4ZjAyZTU3NDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=fd804a27298001b8&srepoch=1670927568&from=searchresults#hotelTmpl,"2,6 km du centre","La Caserne, 50170 Le Mont-Saint-Michel, France",7.0,"Niché dans un écrin de verdure, à seulement 2 km du Mont-Saint-Michel, Le Saint Aubert vous accueille dans un cadre chaleureux et convivial.",48.6129378347065,-1.5101051330566402
Le Mont-Saint-Michel,Le Mouton Blanc,https://www.booking.com/hotel/fr/le-mouton-blanc-le-mont-saint-michel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ5N2I1NWM3Mi0xZmUzLTQwYTItODI4ZC0yY2E4ZjAyZTU3NDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=fd804a27298001b8&srepoch=1670927568&from=searchresults#hotelTmpl,100 m du centre,"Grande Rue , 50170 Le Mont-Saint-Michel, France",7.0,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Mouton Blanc !,48.636022984447095,-1.509895920753475
Les Saintes-Maries-de-la-Mer,Mas des Cabidoules,https://www.booking.com/hotel/fr/mas-des-cabidoules.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from=searchresults#hotelTmpl,"1,9 km du centre","269 chemin bas des launes mas des cabidoules, 13460 Les Saintes-Maries-de-la-Mer, France",9.7,"Le Mas des Cabidoules est situé aux Saintes-Maries-de-la-Mer, à 1,9 km de l'église des Saintes Maries. Offrant des vues sur le lac, cette chambre d'hôtes est dotée d'une piscine extérieure. Un parking privé est disponible gratuitement sur place.",43.466108584656496,4.414092600345615
Les Saintes-Maries-de-la-Mer,Maison au bord de mer,https://www.booking.com/hotel/fr/maison-au-bord-de-mer-saintes-maries-de-la-mer.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from=searchresults#hotelTmpl,250 m du centre,"8 Rue Corneille, 13460 Les Saintes-Maries-de-la-Mer, France",9.4,"Dotée d'une terrasse et offrant une vue sur le jardin, la Maison au bord de mer est située aux Saintes-Maries-de-la-Mer, à 200 mètres de la plage d'Arenas et de celle d'Amphora.",43.450156085985995,4.427183442392
Les Saintes-Maries-de-la-Mer,Appartement de l'olivier,https://www.booking.com/hotel/fr/appartement-de-l-39-olivier.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from=searchresults#hotelTmpl,350 m du centre,"26 Les launes du couchant, 13460 Les Saintes-Maries-de-la-Mer, France",9.1,"Situé aux Saintes-Maries-de-la-Mer, à moins de 1 km de la plage de l'Amphora et à 10 minutes à pied de la plage d'Arenas, l'Appartement de l'olivier propose un hébergement avec une connexion Wi-Fi gratuite, la climatisation et un jardin. Offrant une vue sur le jardin, il se trouve à 1,1 km de la plage de Crin Blanc et à 39 km de l'amphithéâtre d'Arles.",43.453848689005,4.424928820072
Les Saintes-Maries-de-la-Mer,Hôtel Casa Marina,https://www.booking.com/hotel/fr/casa-marina-saintes-maries-de-la-mer.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from=searchresults#hotelTmpl,200 m du centre,"1 Avenue Gilbert Leroy, 13460 Les Saintes-Maries-de-la-Mer, France",8.9,"Situé aux Saintes-Maries-de-la-Mer, à 90 mètres de la plage de l'Amphora, l'Hôtel Casa Marina propose un hébergement en bord de mer, un bar, un jardin et une terrasse. Cet hôtel 3 étoiles propose un service de concierge et une connexion Wi-Fi gratuite. L'hôtel dispose de chambres familiales.",43.451133,4.430953000000001
Les Saintes-Maries-de-la-Mer,L'appartement de l'église,https://www.booking.com/hotel/fr/l-39-appartement-de-l-39-eglise.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from=searchresults#hotelTmpl,100 m du centre,"17 rue des pénitents blancs, 13460 Les Saintes-Maries-de-la-Mer, France",8.9,"Doté d'une connexion Wi-Fi et d'un parking privé gratuits, L'appartement de l'église est situé à Saintes-Maries-de-la-Mer, à seulement 200 mètres de la plage de l'Amphora. Cet hébergement climatisé se trouve à 300 mètres de la plage d'Arenas.",43.451556313409,4.428277498148001
Les Saintes-Maries-de-la-Mer,Mas des Rièges & Spa,https://www.booking.com/hotel/fr/mas-des-rieges-amp-spa.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from=searchresults#hotelTmpl,1 km du centre,"Mas des Rièges Route de Cacharel, 13460 Les Saintes-Maries-de-la-Mer, France",8.8,"Le Mas des Rièges & Spa vous accueille aux Saintes-Maries-de-la-Mer, à 1,4 km de la plage des Amphores, et met à disposition une piscine extérieure, un parking privé gratuit, un jardin et une terrasse. L’établissement se trouve à environ 1,5 km de la plage Est, à 1,6 km de la plage des Arènes et à 39 km de l'amphithéâtre d'Arles. Vous pourrez bénéficier d’un service de chambre et d’une connexion Wi-Fi gratuite dans l’ensemble des locaux.",43.4615034083919,4.42932761458451
Les Saintes-Maries-de-la-Mer,Le Maset,https://www.booking.com/hotel/fr/mazet-de-la-grenouilla-re.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from=searchresults#hotelTmpl,500 m du centre,"13 chemin du Pont Blanc, 13460 Les Saintes-Maries-de-la-Mer, France",8.8,"Situé à seulement 400 mètres de la plage de sable à Saintes-Maries-de-la-Mer, Le Maset est un hôtel climatisé doté d’une piscine entourée de chaises longues. Une connexion Wi-Fi est disponible gratuitement dans les chambres.",43.4565607344988,4.42670292723085
Les Saintes-Maries-de-la-Mer,Les Vagues,https://www.booking.com/hotel/fr/les-vagues-saintes-maries-de-la-mer.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,350 m du centre,"12 Avenue Théodore Aubanel, 13460 Les Saintes-Maries-de-la-Mer, France",8.8,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Les Vagues !,43.450351999999995,4.425047
Les Saintes-Maries-de-la-Mer,Abrivado,https://www.booking.com/hotel/fr/abrivado.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from=searchresults#hotelTmpl,300 m du centre,"2, Avenue Theodore Aubanel, 13460 Les Saintes-Maries-de-la-Mer, France",8.5,"Situé dans le parc régional de Camargue, l'Abrivado est un hôtel climatisé situé à côté du port, dans la ville de Saintes-Maries-de-la-Mer. Il se trouve à 50 mètres de la plage et des commerces environnants. Une connexion Wi-Fi est disponible gratuitement dans les chambres.",43.4503369544425,4.426224231719971
Les Saintes-Maries-de-la-Mer,"Appartement Saintes-Maries-de-la-Mer, 2 pièces, 4 personnes - FR-1-475-22",https://www.booking.com/hotel/fr/apartment-un-appartement-residence-les-ibis-rue-jean-jaures-pour-4-personnes-1.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from=searchresults#hotelTmpl,200 m du centre,"29 Rue Jean Jaures - Residence Les Ibis NÂ°21  - , 13460 Les Saintes-Maries-de-la-Mer, France",8.499243379571247,"L'Appartement Saintes-Maries-de-la-Mer, 2 pièces, 4 personnes - FR-1-475-22 propose un hébergement aux Saintes-Maries-de-la-Mer, à 39 km de l'amphithéâtre d'Arles. Vous bénéficierez d'un accès à un balcon et d'un parking privé gratuit.",43.4531568,4.4261789
Les Saintes-Maries-de-la-Mer,Magnificent apartment typical of Saintes-Maries-de-laMer,https://www.booking.com/hotel/fr/magnificent-apartment-typical-of-saintes-maries-de-lamer.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from=searchresults#hotelTmpl,150 m du centre,"1 Place des Impériaux, 13460 Les Saintes-Maries-de-la-Mer, France",8.499243379571247,"Offrant une vue sur la mer, le Magnificent apartment typical of Saintes-Maries-de-laMer propose un hébergement avec balcon et bouilloire, à environ 350 mètres de la plage de l'Amphora. Il offre une vue sur la ville et propose une connexion Wi-Fi gratuite dans l'ensemble de ses locaux.",43.4537206,4.4296668
Les Saintes-Maries-de-la-Mer,Le Dauphin Bleu,https://www.booking.com/hotel/fr/le-dauphin-bleu.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from=searchresults#hotelTmpl,400 m du centre,"31 Avenue Gilbert Leroy, 13460 Les Saintes-Maries-de-la-Mer, France",8.4,"Situé à 50 mètres de la plage, face à la mer Méditerranée, l’établissement Le Dauphin Bleu vous accueille à 400 mètres du centre de la vieille ville historique des Saintes-Maries-de-la-Mer. Vous bénéficierez gratuitement d’une connexion Wi-Fi dans les chambres.",43.4523308598002,4.4336499273777
Les Saintes-Maries-de-la-Mer,L'Estrambord de Camargue,https://www.booking.com/hotel/fr/l-39-estrambord-de-camargue.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from=searchresults#hotelTmpl,250 m du centre,"19 Rue Jean Jaures, 13460 Les Saintes-Maries-de-la-Mer, France",8.4,Vous pouvez bénéficier d'une réduction Genius dans l'établissement L'Estrambord de Camargue !,43.452083,4.425598
Les Saintes-Maries-de-la-Mer,Auberge de la Fadaise,https://www.booking.com/hotel/fr/auberge-de-la-fadaise.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from=searchresults#hotelTmpl,"4,3 km du centre","Route d'Arles - Quartier du Pont de Gau  D570, 13460 Les Saintes-Maries-de-la-Mer, France",8.3,"L’Auberge de la Fadaise est située à Saintes-Maries-de-la-Mer, au cœur de la Camargue, à 5 minutes de route de la plage. Vous pourrez profiter de la piscine extérieure ou monter à cheval sur place et dans la région sur réservation.",43.4864701791231,4.404155015945435
Les Saintes-Maries-de-la-Mer,Manade Cavallini - Mas de Pioch,https://www.booking.com/hotel/fr/mas-de-pioch.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from=searchresults#hotelTmpl,"8,9 km du centre","Route D'Arles, 13460 Les Saintes-Maries-de-la-Mer, France",8.2,"Occupant une maison de campagne typiquement camarguaise entourée d’un parc de 250 hectares où vivent 200 taureaux de Camargue, le Manade Cavallini - Mas de Pioch propose des chambres et des appartements aux Saintes-Maries-de-la-Mer. Il possède une grande terrasse meublée, un jardin ombragé et une piscine extérieure.",43.5295557315341,4.40055012702942
Les Saintes-Maries-de-la-Mer,Appartement calme à deux pas de la mer,https://www.booking.com/hotel/fr/appartement-calme-a-deux-pas-de-la-mer.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"0,6 km du centre","rez de chaussée 10 carriero dou pounentau, 13460 Les Saintes-Maries-de-la-Mer, France",8.2,"Doté d'une terrasse, l'Appartement calme à deux pas de la mer est situé aux Saintes-Maries-de-la-Mer, à 600 mètres de la plage de l'Est, de la plage de l'Amphora et à 1 km de celle des Arenas.",43.455638511333,4.434994942077
Les Saintes-Maries-de-la-Mer,Résidence La Palma,https://www.booking.com/hotel/fr/ra-c-sidence-palma.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuWq4ZwGwAIB0gIkYThlZTJlZTQtYzAyMC00NDVjLWFjMjktMjk0ZmI5OWY5ZWU22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=0ff44a72ebb500b4&srepoch=1670927718&from_beach_sr=1&from=searchresults#hotelTmpl,300 m du centre,"16, rue Alphonse Daudet, 13460 Les Saintes-Maries-de-la-Mer, France",8.1,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Résidence La Palma !,43.451056442520596,4.425156712532045
